,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Ordinary Shares Number,408974477.0,408974477.0,408974477.0,408974477.0,408974477.0,
Share Issued,408974477.0,408974477.0,408974477.0,408974477.0,408974477.0,
Total Debt,10712199000.0,9258605000.0,10816293000.0,7982071000.0,7881224000.0,
Tangible Book Value,11162515000.0,10774713000.0,10459132000.0,10141465000.0,9949464000.0,
Invested Capital,22173913000.0,20357946000.0,19248906000.0,18547081000.0,18296271000.0,
Net Tangible Assets,11162515000.0,10774713000.0,10459132000.0,10141465000.0,9949464000.0,
Common Stock Equity,11461714000.0,11099341000.0,10833866000.0,10565010000.0,10415047000.0,
Total Capitalization,22173913000.0,20357946000.0,19248906000.0,18547081000.0,18296271000.0,
Total Equity Gross Minority Interest,11465151000.0,11102696000.0,10837048000.0,10568977000.0,10418753000.0,
Minority Interest,3437000.0,3355000.0,3182000.0,3967000.0,3706000.0,
Stockholders Equity,11461714000.0,11099341000.0,10833866000.0,10565010000.0,10415047000.0,
Retained Earnings,,257052000.0,,134241000.0,,148553000.0
Capital Stock,8300000000.0,8300000000.0,8300000000.0,8000000000.0,8000000000.0,
Common Stock,8300000000.0,8300000000.0,8300000000.0,8000000000.0,8000000000.0,
Total Liabilities Net Minority Interest,152393381000.0,147732930000.0,145501178000.0,140942221000.0,137517762000.0,
Derivative Product Liabilities,1027000.0,445000.0,1180000.0,1718000.0,0.0,
Long Term Debt And Capital Lease Obligation,10712199000.0,9258605000.0,10816293000.0,7982071000.0,7881224000.0,
Payables,6994604000.0,4869886000.0,2025450000.0,4333490000.0,7245002000.0,
Other Payable,2933210000.0,3027079000.0,1432289000.0,2654440000.0,2853902000.0,
Total Tax Payable,2812552000.0,628890000.0,528908000.0,454414000.0,3169276000.0,
Accounts Payable,1248842000.0,1213917000.0,64253000.0,1224636000.0,1221824000.0,
Total Assets,163858532000.0,158835626000.0,156338226000.0,151511198000.0,147936515000.0,
Defined Pension Benefit,181544000.0,185452000.0,177918000.0,173017000.0,173017000.0,
Investments And Advances,74133581000.0,72474841000.0,71797954000.0,67362603000.0,65774689000.0,
Investmentin Financial Assets,73963833000.0,72299008000.0,71603088000.0,67132144000.0,65575087000.0,
Held To Maturity Securities,,,,,35098746000.0,33969983000.0
Available For Sale Securities,72300873000.0,69389441000.0,67339591000.0,63560274000.0,60385898000.0,
Financial Assets Designatedas Fair Value Through Profitor Loss Total,1558847000.0,2825670000.0,3371421000.0,3351352000.0,4861110000.0,
Trading Securities,3873000.0,,,13088000.0,3781000.0,5621416000.0
Long Term Equity Investment,169748000.0,175833000.0,194866000.0,230459000.0,199602000.0,
Investments In Other Ventures Under Equity Method,169748000.0,,,,199602000.0,
Investmentsin Associatesat Cost,,,194866000.0,,175824000.0,155556000.0
Investmentsin Subsidiariesat Cost,,,,,0.0,0.0
Goodwill And Other Intangible Assets,299199000.0,324628000.0,374734000.0,423545000.0,465583000.0,
Other Intangible Assets,299199000.0,324628000.0,374734000.0,423545000.0,465583000.0,
Net PPE,958757000.0,936673000.0,900794000.0,926426000.0,934546000.0,
Accumulated Depreciation,-1036499000.0,-1017092000.0,-1008960000.0,-1019934000.0,-996658000.0,
Gross PPE,1995256000.0,1953765000.0,1909754000.0,1946360000.0,1931204000.0,
Other Properties,306137000.0,275444000.0,259472000.0,259833000.0,256803000.0,
Machinery Furniture Equipment,1066834000.0,1053531000.0,1014093000.0,1033335000.0,1019830000.0,
Properties,622285000.0,624790000.0,636189000.0,653192000.0,654571000.0,
Prepaid Assets,174017000.0,226991000.0,361095000.0,204127000.0,120760000.0,
Receivables,307890000.0,353540000.0,226736000.0,294932000.0,301446000.0,
Taxes Receivable,199421000.0,396975000.0,356226000.0,280989000.0,158520000.0,
Cash And Cash Equivalents,22474094000.0,19268378000.0,17481622000.0,16977993000.0,16551448000.0,
Cash Financial,1298124000.0,1203099000.0,1316612000.0,1373531000.0,1126982000.0,
Cash Cash Equivalents And Federal Funds Sold,22474094000.0,19268378000.0,17481622000.0,16977993000.0,16551448000.0,
